kaptCode,schul_nm,schul_dstnc
A12283602,서울은평초등학교,229
A12283603,서울은평초등학교,272
A10022158,서울불광초등학교,189
A10022256,서울불광초등학교,196
A10026061,서울수리초등학교,161
A12204001,서울연천초등학교,121
A12204002,서울연신초등학교,25
A12204003,서울불광초등학교,302
A12204004,서울수리초등학교,41
A12204006,서울불광초등학교,36
A12204102,서울불광초등학교,139
A12275202,서울불광초등학교,364
A12284701,서울불광초등학교,104
A12285703,서울불광초등학교,168
A12205001,서울갈현초등학교,142
A12271402,서울대조초등학교,151
A12281702,서울갈현초등학교,262
A10022339,서울구산초등학교,200
A12205003,서울구산초등학교,160
A12205004,서울구산초등학교,203
A12276901,서울구현초등학교,272
A12282102,서울구산초등학교,4
A12282201,서울구현초등학교,0
A12282203,서울구현초등학교,214
A10023467,서울대은초등학교,107
A12284501,서울대은초등학교,385
A10021263,서울녹번초등학교,291
A10024313,서울은평초등학교,45
A10024831,서울은평초등학교,130
A10024947,서울은명초등학교,155
A10025310,서울은명초등학교,113
A10026834,서울응암초등학교,33
A10027547,서울은명초등학교,74
A10027551,서울은명초등학교,230
A12201001,서울연은초등학교,312
A12201002,서울연은초등학교,16
A12201003,서울연은초등학교,13
A12201101,서울은명초등학교,334
A12201102,서울은명초등학교,226
A12290901,서울연은초등학교,147
A10023728,서울역촌초등학교,341
A10021335,서울서신초등학교,65
A10022090,서울신사초등학교,239
A10022477,서울상신초등학교,94
A10022590,서울상신초등학교,178
A10025659,서울상신초등학교,186
A12208001,서울상신초등학교,139
A12208002,서울서신초등학교,248
A12208101,서울역촌초등학교,41
A12208102,서울상신초등학교,166
A12208103,서울상신초등학교,25
A12208104,서울상신초등학교,393
A12208105,서울상신초등학교,46
A12208203,서울서신초등학교,221
A12208204,서울서신초등학교,11
A12208205,서울서신초등학교,164
A12289401,서울서신초등학교,18
A12289402,서울서신초등학교,16
A10022560,서울증산초등학교,143
A10023056,서울증산초등학교,228
A10024769,서울증산초등학교,328
A12294102,서울증산초등학교,0
A10022206,서울은빛초등학교,247
A10022263,서울은진초등학교,233
A10022468,서울진관초등학교,10
A10025765,서울은진초등학교,213
A10026376,서울은빛초등학교,191
A12220001,서울진관초등학교,14
A12220002,서울진관초등학교,104
A12220003,서울진관초등학교,202
A12220005,서울진관초등학교,385
A41279901,서울진관초등학교,75
A41279902,서울진관초등학교,111
A41279903,서울진관초등학교,217
A41279904,서울진관초등학교,252
A41279905,서울진관초등학교,108
A41279906,서울진관초등학교,23
A41279907,서울진관초등학교,76
A41279908,서울진관초등학교,112
A41279909,서울은진초등학교,158
A41279910,서울은진초등학교,0
A41279911,서울은진초등학교,15
A41279912,서울신도초등학교,0
A41279913,서울은진초등학교,204
A41279914,서울은진초등학교,102
A41279915,서울신도초등학교,182
A41279916,서울신도초등학교,106
A41279917,서울은진초등학교,113
A41279918,서울신도초등학교,183
A41279920,서울은빛초등학교,14
A41279921,서울은빛초등학교,0
A41279924,서울신도초등학교,200
A41279927,서울은빛초등학교,33
A41279928,서울은빛초등학교,27
A41279929,서울신도초등학교,265
A41279930,서울신도초등학교,51
A41279931,서울은빛초등학교,126
A41279932,서울신도초등학교,222
A10023116,서울미동초등학교,173
A10022194,서울미동초등학교,251
A10024966,서울미동초등학교,290
A12070201,서울미동초등학교,270
A12003001,서울미동초등학교,40
A12070101,서울미동초등학교,341
A12004001,서울금화초등학교,318
A12007001,서울금화초등학교,292
A12008001,서울안산초등학교,345
A10023016,서울북성초등학교,324
A10026370,서울북성초등학교,22
A12079501,서울북성초등학교,4
A10021965,서울고은초등학교,84
A10023330,서울안산초등학교,228
A10024620,서울안산초등학교,349
A10025767,서울고은초등학교,56
A12009001,서울홍은초등학교,188
A12009002,서울고은초등학교,300
A12009102,서울고은초등학교,335
A12009201,서울고은초등학교,21
A12009202,서울안산초등학교,0
A12009203,서울안산초등학교,84
A12009302,서울인왕초등학교,244
A12009303,서울인왕초등학교,286
A12009304,서울홍은초등학교,188
A12009305,서울인왕초등학교,283
A12076401,서울인왕초등학교,249
A12078704,서울인왕초등학교,280
A12078705,서울안산초등학교,364
A12078706,서울안산초등학교,49
A12085303,서울안산초등학교,332
A12086001,서울인왕초등학교,306
A12017001,서울대신초등학교,45
A12011002,서울창서초등학교,397
A10025166,서울홍제초등학교,331
A10026604,서울홍제초등학교,89
A12010101,서울홍제초등학교,182
A12010103,서울홍제초등학교,24
A12010104,서울홍제초등학교,28
A12071001,서울홍연초등학교,163
A12071004,서울홍연초등학교,135
A12084302,서울홍제초등학교,363
A12084504,서울홍제초등학교,374
A10024428,서울북가좌초등학교,316
A12013001,서울북가좌초등학교,198
A12013003,서울북가좌초등학교,75
A12013101,서울북가좌초등학교,0
A12013201,서울연가초등학교,0
A12013202,서울북가좌초등학교,270
A12081602,서울북가좌초등학교,211
A12081703,서울북가좌초등학교,103
A10027019,서울가재울초등학교,323
A12012001,서울가재울초등학교,83
A12012101,서울가재울초등학교,376
A12012202,서울연가초등학교,20
A12012203,서울가재울초등학교,34
A12072801,서울연가초등학교,318
A10022480,서울아현초등학교,284
A10027090,서울소의초등학교,223
A12101001,서울소의초등학교,377
A12175202,서울아현초등학교,284
A10027748,서울염리초등학교,249
A12102002,서울공덕초등학교,77
A12102005,서울공덕초등학교,396
A12102008,서울소의초등학교,9
A12170601,서울공덕초등학교,354
A12170602,서울소의초등학교,9
A12180401,서울공덕초등학교,315
A12180407,서울공덕초등학교,143
A12180506,서울공덕초등학교,141
A10024334,서울공덕초등학교,276
A10027504,서울공덕초등학교,278
A12103002,서울공덕초등학교,96
A12103006,서울공덕초등학교,191
A12179001,서울공덕초등학교,320
A12179003,서울공덕초등학교,189
A12179004,서울공덕초등학교,82
A12179005,서울공덕초등학교,78
A12179006,서울공덕초등학교,390
A12185303,서울공덕초등학교,116
A12185304,서울공덕초등학교,189
A12104001,서울마포초등학교,142
A12104005,서울마포초등학교,13
A12104007,서울마포초등학교,152
A12170401,서울마포초등학교,172
A12170402,서울염리초등학교,157
A12181404,서울마포초등학교,21
A12181406,서울마포초등학교,142
A10021282,서울염리초등학교,390
A10022303,서울염리초등학교,348
A10028006,서울염리초등학교,89
A12187501,서울염리초등학교,159
A12187602,서울염리초등학교,226
A10025672,서울마포초등학교,250
A12105001,서울마포초등학교,232
A10021649,서울염리초등학교,143
A10025003,서울창천초등학교,260
A12172401,서울용강초등학교,46
A12172402,서울창천초등학교,304
A12181101,서울용강초등학교,187
A12181102,서울염리초등학교,180
A12181103,서울염리초등학교,180
A10024597,서울염리초등학교,25
A12109001,서울염리초등학교,9
A12109002,서울용강초등학교,173
A12187403,서울한서초등학교,74
A12172201,서울창천초등학교,195
A12171201,서울신석초등학교,136
A12185504,서울신석초등학교,182
A12185602,서울신석초등학교,294
A12185603,서울신석초등학교,82
A10027714,서울신석초등학교,97
A12112002,서울신석초등학교,308
A10020640,서울서강초등학교,367
A10025633,서울서강초등학교,252
A12119004,서울서강초등학교,144
A12119006,서울서강초등학교,33
A12119007,서울서강초등학교,147
A12177801,서울서강초등학교,348
A12177802,서울서강초등학교,147
A12188205,서울서교초등학교,346
A10028177,서울서강초등학교,32
A12170702,서울서강초등학교,30
A12182901,서울서강초등학교,121
A12115001,서울서강초등학교,238
A10024784,서울서교초등학교,66
A12174601,서울성산초등학교,174
A10027301,서울성산초등학교,109
A10027902,서울성산초등학교,265
A10022359,서울동교초등학교,9
A10023665,서울망원초등학교,15
A10023755,서울망원초등학교,165
A10024150,서울동교초등학교,176
A10027572,서울동교초등학교,231
A12123001,서울망원초등학교,223
A12182401,서울동교초등학교,250
A10022213,서울성원초등학교,157
A10027157,서울중동초등학교,256
A12125001,서울신북초등학교,27
A12125202,서울중동초등학교,274
A12171101,서울중동초등학교,148
A12185001,서울중동초등학교,134
A12185003,서울성원초등학교,298
A12185004,서울성원초등학교,18
A10022429,서울중동초등학교,295
A12187703,서울신북초등학교,188
A12187901,서울신북초등학교,4
A12187902,서울중동초등학교,118
A12187904,서울신북초등학교,303
A12187905,서울신북초등학교,51
A12187906,서울신북초등학교,7
A12127001,서울상지초등학교,180
A12127002,서울상지초등학교,14
A12127003,서울상암초등학교,248
A12127004,서울상암초등학교,10
A12127005,서울상지초등학교,102
A12127006,서울상암초등학교,235
A12127007,서울상암초등학교,0
A12127008,서울상지초등학교,29
A12179501,서울상암초등학교,311
A12179502,서울상암초등학교,275
A12179503,서울하늘초등학교,78
A12179504,서울하늘초등학교,106
A12179505,서울하늘초등학교,25
A12179508,서울하늘초등학교,0
A10021466,서울은정초등학교,235
A10023593,서울양동초등학교,305
A10024398,서울남명초등학교,169
A10025649,서울신은초등학교,36
A10027375,서울양명초등학교,350
A15807001,서울신목초등학교,56
A15807002,서울신기초등학교,168
A15807003,서울신은초등학교,245
A15807004,서울신은초등학교,250
A15807005,서울장수초등학교,102
A15807101,서울신서초등학교,0
A15807202,서울신목초등학교,89
A15807204,서울신목초등학교,45
A15807205,서울목동초등학교,241
A15807208,서울신목초등학교,211
A15807210,서울목동초등학교,1
A15807211,서울목동초등학교,398
A15807306,서울장수초등학교,21
A15807311,서울신기초등학교,15
A15807313,서울신기초등학교,166
A15807315,서울지향초등학교,96
A15807316,서울신기초등학교,107
A15807601,서울목동초등학교,59
A15807603,서울목동초등학교,52
A15807604,서울서정초등학교,16
A15807605,서울갈산초등학교,192
A15807606,서울갈산초등학교,30
A15807702,서울갈산초등학교,69
A15807703,서울은정초등학교,171
A15807705,서울계남초등학교,2
A15807706,서울계남초등학교,36
A15807707,서울은정초등학교,229
A15809002,서울신은초등학교,97
A15870701,서울신은초등학교,274
A15873701,서울신서초등학교,182
A15876402,서울신목초등학교,209
A15879501,서울지향초등학교,10
A15879502,서울신은초등학교,20
A15884901,서울목동초등학교,22
A15885303,서울신목초등학교,8
A15885306,서울신목초등학교,133
A15885307,서울신목초등학교,240
A15886501,서울장수초등학교,137
A15886504,서울신기초등학교,0
A15886505,서울지향초등학교,4
A15886507,서울지향초등학교,25
A15886508,서울지향초등학교,11
A15886510,서울장수초등학교,291
A15886512,서울장수초등학교,386
A10021098,서울정목초등학교,0
A10021824,서울목운초등학교,198
